InChIKey,SMILES,uniprot+pfam,ic_value,ic_str,sentence_len,log(ic),BEL-level
DZFRWAZJFQMVAM-GMAHTHKFSA-N,O=C1N[C@@H](Cc2ccc3[nH]cc(CCN4CC[C@@H](CNCc5ccccc5)C4)c3c2)CO1,P28221|PF00001,0.3500000000000001,0.3500000000000001,18,-1.0498221244986774,2
JXIIDVGEPSOIKK-UHFFFAOYSA-N,C=Cc1cccc2c(N(C)S(=O)(=O)c3ccc(OC)cc3)c(C(=O)NO)cnc12,P03956|PF00413,199.53,199.53,18,5.2959646009644405,5
OLROTTPBNXJCBZ-MRXNPFEDSA-N,C[C@@H]1CN(c2scnc2-c2nc3ccccc3[nH]2)CCN1C(=O)Cc1cccc2[nH]ccc12,P49682|PF00001,69.0,69.0,4,4.23410650459726,4
OUKQVTIAGSETEF-UHFFFAOYSA-N,Cn1c(=O)nc2oc3ccccc3cc-2c1=O,Q8IXJ6|PF02146,24600.0,24600.0,18,10.110501721920453,6
GEFPLKDZRKGIKM-MRXNPFEDSA-N,COc1ccc(S(=O)(=O)N2Cc3ccccc3C[C@@H]2C(=O)C(=O)O)cc1,P22894|PF00413,7000.000000000003,7000.000000000003,17,8.853665428037447,6
KZXMFJORGLUXJN-UHFFFAOYSA-N,Cc1cccc(C(=O)Nc2cccc(NC(=O)c3cccc(Cl)c3)c2)c1,Q12809|PF00520,30000.0,30000.0,18,10.308952660644293,6
HQOPRQNMXIQDMF-WDZFZDKYSA-N,O=C1/C(=C/c2ccc(=O)n(O)c2)Oc2cccc(O)c21,P14679|PF00264,119999.99999999994,119999.99999999994,18,11.69524702176418,7
INDPYWCMGKQCEY-UHFFFAOYSA-N,O=C(Nc1cc2cc[nH]c(=O)c2cc1Cl)C1(c2ccccc2)CCNC1,O75116|PF00069,240.0,240.0,5,5.48063892334199,5
PCGFAESANBCIRP-UHFFFAOYSA-N,CCN(CC)CCN(C)c1ccc(OC(F)(F)F)c(Nc2ncc3c(n2)-c2c(c(C(N)=O)nn2C)CC3)c1,Q9NYY3|PF00069,10000.0,10000.0,7,9.210340371976184,6
QLKAFHZJICDACE-UHFFFAOYSA-N,CC(=O)Nc1cccc(Nc2ncnc(N3CCC(OCc4ccc(OC(F)(F)F)cc4)CC3)n2)c1C,Q14524|PF00520,10000.0,10000.0,7,9.210340371976184,6
RXZMYLDMFYNEIM-UHFFFAOYSA-N,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,P06239|PF07714,209.00000000000003,209.00000000000003,18,5.342334251964812,5
DSVOWLRMMWVDKT-ULUNDTCASA-N,CC(C)C(NC(=O)COc1cc2ccccc2cc1NS(=O)(=O)C(F)(F)F)C(=O)N[C@H]1CC(=O)OC1O,Q14790|PF00656,1419.9999999999998,1419.9999999999998,18,7.258412150595306,5
SLKULTFZRRHDRE-QYKBZSJISA-N,CCOc1ccc(C[C@@H]2CN3C(=NC[C@@H]3CC)N2CCC2CC3CCC2C3)cc1,P41144|PF00001,320.99999999999994,320.99999999999994,18,5.771441123130018,5
DGJKGKLJIWOWJR-YTTGMZPUSA-N,O=C(O)[C@H](CCc1ccccc1)Oc1c(Br)cc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1Br,P18031|PF00102,289.99999999999994,289.99999999999994,18,5.66988092298052,5
HIEVWEATEKEGPH-UHFFFAOYSA-N,O=C(NC1C2CC3CC(C2)CC1C3)N1CCC(Cc2ccccc2)CC1,P28845|PF00106,1.1,1.1,18,0.09531017980432492,3
VXEIDWFLICCZIY-UHFFFAOYSA-N,Cn1ncc(C(=O)N2CCC2)c1C(=O)NCCc1nc(-c2ccccc2)nn1C1CC1,Q9Y233|PF00233,3.4100000000000006,3.4100000000000006,18,1.2267122912954256,3
RBWCOXNFMDESCM-UHFFFAOYSA-N,Cc1ccc(CNc2nc(O)cc(C(F)(F)F)n2)cc1,P15090|PF00061,32999.999999999985,32999.999999999985,17,10.404262840448617,6
JXQZTEXAQLHFFG-UHFFFAOYSA-N,COc1ccc(Cn2cc(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)c(=O)c3ccccc32)cc1,P06276|PF00135,280.00000000000006,280.00000000000006,17,5.63478960316925,5
YVVUNRMBZMUVGH-KRWDZBQOSA-N,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1nc2ccccc2s1,Q13547|PF00850,4499.999999999999,4499.999999999999,17,8.411832675758411,6
FUGZYLOFWXVFQU-OKDJAKQTSA-N,Nc1nccn2c1c(-c1ccc3ccc(-c4ccccc4)nc3c1)nc2[C@H]1C[C@@H](CN2CCC2)C1,P53779|PF00069,10000.0,10000.0,7,9.210340371976184,6
IHEQUDHSBLIGIK-UHFFFAOYSA-N,CCCCCCCCn1c2c(c3cc(-c4ccc(S(C)(=O)=O)cc4)ccc31)CNCC2,Q8IXJ6|PF02146,3800.0000000000014,3800.0000000000014,17,8.242756345714477,6
ZAEXMNKDGJNLTA-UHFFFAOYSA-N,C=CC[N+](C)(C)c1ccc(CCC(=O)CCc2ccc([N+](C)(C)CC=C)cc2)cc1,P23795|PF00135,8.0,8.0,3,2.0794415416798357,4
LHHCSNFAOIFYRV-DOVBMPENSA-N,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,P07858|PF00112,6200.000000000001,6200.000000000001,17,8.732304571033183,6
OVESJEVEMVKRJZ-UHFFFAOYSA-N,O=C(Nc1ccc2cc[nH]c2c1)c1ccc(-c2ccc(Cl)cc2)o1,Q6QIY3|PF00520,3100.0000000000005,3100.0000000000005,18,8.039157390473237,6
NWIKXJQGKACVOI-NFVPTHIBSA-N,CC(C)C(NC(=O)CN1C(=O)[C@@H](NC(=O)c2ccc(C(=O)NS(=O)(=O)c3ccc(Cl)cc3)cc2)C[S+]([O-])c2ccccc21)C(=O)C(F)(F)F,P08246|PF00089,6800.0,6800.0,6,8.824677891164196,6
QTLPNADBBUACHT-UHFFFAOYSA-N,CCN(CC)CCOc1cc(Nc2cc(C3CC3)[nH]n2)nc(NCc2cc(C)no2)n1,P08069|PF07714,49.99999999999999,49.99999999999999,17,3.912023005428147,4
VJRDPWORFMXZOD-OYFGVDPJSA-N,O=C(N[C@@H](Cc1ccccc1)[C@H](O)C(=O)Nc1cccc(-c2nn[nH]n2)c1)c1cc(Br)cc(C(=O)N2COC[C@@H]2c2ccccc2)n1,P56817|PF00026,15.0,15.0,4,2.7080502011022096,4
QWWODAPIEHJFQG-UHFFFAOYSA-N,CCOC(=O)c1cc2c3ccccc3nc-2c[nH]1,Q28156|PF00233,799.9999999999999,799.9999999999999,17,6.684611727667928,5
ZEGUNGLZSRRDSK-UHFFFAOYSA-N,COc1ccc(COc2ccc(Cn3cnc4cc(N5CCN(C6CC6)CC5)cnc43)cc2OC)cn1,P07333|PF07714,16.0,16.0,4,2.772588722239781,4
RFRNMKYBLYLNMO-UHFFFAOYSA-N,NC(=O)c1cccc2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)ncnc12,P23443|PF00069,828.0,828.0,5,6.7190131543852605,5
FOOUPIPJXNYTGX-UHFFFAOYSA-N,COc1cc(Nc2nc(NCc3ccc(C(N)=O)cc3)n3ccnc3c2C(N)=O)cc(OC)c1,P43403|PF07714,660.0,660.0,5,6.492239835020473,5
RDPKFQFAMQRHBW-FYWRMAATSA-N,CC1=C/C(=N\\C(C)C)c2ccccc2C1=O,P14902|PF01231,49999.99999999999,49999.99999999999,17,10.819778284410283,6
PHZRLBVSRGEZTQ-UHFFFAOYSA-N,COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(CC3CCN(C)CC3)C2=O)cc1,P56817|PF00026,10000.0,10000.0,7,9.210340371976184,6
WZWOJXYVHLNKQO-IDHHARJASA-N,CN1C[C@H](C(=O)Nc2ccc(Cl)nn2)C[C@@H]2c3cc(C(C)(C)C)cc4[nH]cc(c34)C[C@H]21,P61169|PF00001,2620.0,2620.0,6,7.8709295967551425,5
WAWUUBAEFFUIFT-DEOSSOPVSA-N,COC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)N3CCC(C(=O)O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F,P51449|PF00104,73.0,73.0,4,4.290459441148391,4
SCBRZJLDCOOJMH-UHFFFAOYSA-N,CC(C)(C#N)c1cccc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)sc4c3C#N)c2)c1,P35968|PF07714,76.00000000000001,76.00000000000001,17,4.330733340286331,4
MLNWGLXMDFUREO-KRWDZBQOSA-N,CN1C(=N)N[C@](C)(c2cc(-c3cccc(C#N)c3)cs2)CC1=O,P56817|PF00026,68.0,68.0,4,4.219507705176107,4
NJVQQTPQKOLKDZ-UHFFFAOYSA-N,CN(C)C(=O)c1cc2cnc(Nc3ccc(CN4CC(O)C4)cn3)nc2n1C1CCCC1,P06493|PF00069,11999.999999999998,11999.999999999998,18,9.392661928770137,6
YMNOJCVLDDTECB-NSHDSACASA-N,CN1C(=O)CC[C@H]1C(=O)NCc1ccc(Cl)cc1Cl,Q99572|PF00864,12.590000000000005,12.590000000000005,18,2.5329028480562563,4
FGUXCOMLHUOVQN-QGNCETNGSA-N,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccc3c(c2)OCCCO3)cc1,P04062|PF02055,2999.9999999999995,2999.9999999999995,18,8.006367567650246,6
GGASCTFNVPPRQG-AWEZNQCLSA-N,COC(=O)N1C(=S)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1,P15381|PF00520,9870.0,9870.0,6,9.197255132427529,6
ZNJBANIFTCTBBH-VGDGSBMUSA-N,C[C@@H](O)[C@@H]1NC(=O)[C@@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](Cc2ccccc2)NC(=O)N(C(=O)c2ccccc2)C(=O)N(C)[C@H](O)NC(=O)[C@@H](N)CSSCCNC(=O)[C@@H](Cc2ccccc2)NC1=O,P30872|PF00001,10000.0,10000.0,7,9.210340371976184,6
GGMUVWGZVYLWFZ-UHFFFAOYSA-N,COc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,P25104|PF00001,32.0,32.0,4,3.4657359027997265,4
BWKAHABETZLDBG-AHKZPQOWSA-N,CC(=O)C1=NN2c3cc(F)ccc3OC[C@H]2[C@@]1(CCCN1CCN(C(C)=O)CC1)c1ccccc1,Q12809|PF00520,10000.0,10000.0,7,9.210340371976184,6
AQHHHDLHHXJYJD-UHFFFAOYSA-N,CC(C)NCC(O)COc1cccc2ccccc12,P10635|PF00067,2000.0,2000.0,6,7.600902459542082,5
QVLVKBIGNUAHQR-UHFFFAOYSA-N,COc1cc(OC)cc(N(Cc2cc(C)on2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,P11362|PF07714,10000.0,10000.0,7,9.210340371976184,6
ZJPJSJGFBMRUFV-UHFFFAOYSA-N,CS(=O)(=O)N1CC=C(c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ccnc3[nH]2)CC1,Q06187|PF07714,410.00000000000006,410.00000000000006,18,6.016157159698354,5
IQXXEPZFOOTTBA-UHFFFAOYSA-N,c1ccc(CN2CCNCC2)cc1,P42574|PF00656,100000.0,100000.0,17,11.512925464970227,7
FQKBVZIGJYRJIJ-UHFFFAOYSA-N,Cc1ncoc1-c1nnc(SCCCN2CCc3cc4nc(CC5CC5)oc4cc3CC2)n1C,Q12809|PF00520,1000.0,1000.0,6,6.907755278982138,5
RSBUOFNPLDYKRF-GJZGRUSLSA-N,N[C@H](C(=O)O)[C@H](OCc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1)C(=O)O,O35921|PF00375,169.99999999999997,169.99999999999997,18,5.135798437050261,5
IJOBHJNSELHMJE-UHFFFAOYSA-N,O=C(CCN1CCc2ccccc2C1c1ccccc1)NO,Q13547|PF00850,4400.0,4400.0,6,8.389359819906353,6
DLFIQQOMKGGVGI-UHFFFAOYSA-N,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2c(C)cccc2C(=O)NO)cc1,P14780|PF00413,23.0,23.0,18,3.1354942159291497,4
MXDWNZUMSIYAFL-UHFFFAOYSA-N,O=[N+]([O-])c1cc(O)c2c(c1)S(=O)(=O)N=C(Nc1ccccc1Cl)N2,P05177|PF00067,25000.0,25000.0,18,10.126631103850338,6
OUKYUETWWIPKQR-UHFFFAOYSA-N,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,P35916|PF07714,10000.0,10000.0,7,9.210340371976184,6
WHCZOCKIEVLVLF-UHFFFAOYSA-N,CC(C)C(=O)Nc1ccc2c(C(=O)NCc3ccc(F)c(F)c3)c(C(C)C)n(Cc3ccccc3)c2c1,Q99500|PF00001,890.0000000000001,890.0000000000001,17,6.7912214627261855,5
WVLJMVAZVQWWJK-UHFFFAOYSA-N,COc1ccc(Cl)cc1S(=O)(=O)Nc1cncc(-c2ccncc2)c1,P05186|PF00245,73.0,73.0,4,4.290459441148391,4
DXAXMTYXAGATCT-UHFFFAOYSA-N,COc1cccc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1,P11362|PF07714,359.99999999999983,359.99999999999983,17,5.886104031450155,5
CVGAXTRRJOEDEZ-SFHVURJKSA-N,Cc1nc2c(OC[C@@H](O)CN3CCC4(CC3)Cc3cc(Cl)ccc3O4)cccc2s1,P32246|PF00001,1299.9999999999995,1299.9999999999995,18,7.170119543449628,5
TYQYRKDGHAPZRF-INIZCTEOSA-N,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1,P05164|PF03098,110.0,110.0,5,4.700480365792417,4
UBZYDNRWJFPDPN-HDICACEKSA-N,C[C@H]1CN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)C[C@@H](C)N1C,P24941|PF00069,9620.0,9620.0,6,9.17159954365975,6
PJVWKTKQMONHTI-UHFFFAOYSA-N,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,O95342|PF00664,115300.0,115300.0,18,11.65529270625715,7
UMFUSWPRRINICR-UHFFFAOYSA-N,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C)c2c1,P35354|PF03098,100000.0,100000.0,17,11.512925464970227,7
YKKGANFNJXSMSN-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,P19327|PF00001,0.19000000000000009,0.19000000000000009,19,-1.6607312068216509,2
LNUZUDUZJCMPHB-UHFFFAOYSA-N,COc1cc(CN(C)C)cc(N(CC2CC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,P35968|PF07714,812.8299999999997,812.8299999999997,17,6.700521985591898,5
XGGQPJUUZQBRKN-UHFFFAOYSA-N,Cc1c(Cc2nc3c(F)c(F)cc(F)c3s2)c2ccccc2n1CC(=O)O,P15121|PF00248,8.0,8.0,3,2.0794415416798357,4
WVAYNWNBGPUATF-UHFFFAOYSA-N,Cc1cc(=O)oc2cc(OC(=O)c3ccco3)ccc12,P00734|PF00089,948.7100000000003,948.7100000000003,17,6.8551031670832385,5
GDVVORARMGIDKJ-UHFFFAOYSA-N,CCNCCc1ccc(Nc2nccc(-c3c[nH]c4ncccc34)n2)cc1,P07949|PF07714,484.0,484.0,5,6.182084906716633,5
NHXVXNFLCOLBAI-UHFFFAOYSA-N,O=C1CCC(CNC(=O)c2cc(NC(=O)c3cc(-c4ncccc4F)c(F)cc3Cl)n(-c3ccccc3)n2)N1,P04629|PF07714,44.0,44.0,4,3.7841896339182615,4
IRGJDPZJEUYSKS-DYESRHJHSA-N,O=C(N[C@@H]1CCC[C@H]1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1,P05771|PF00069,49.99999999999999,49.99999999999999,17,3.912023005428147,4
SOPBXOVESODUSC-UHFFFAOYSA-N,O=C(O)c1ccc2c(c1)nc(-c1ccc(OC(c3ccc(F)cc3)c3ccc(F)cc3)cc1)n2C1CCCCC1,P06746|PF10391,10000.0,10000.0,7,9.210340371976184,6
GEVYQENQORSCRX-UHFFFAOYSA-N,COC(=O)CCCN(C(=O)N1CCOCC1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,O95822|PF05292,74.99999999999999,74.99999999999999,17,4.31748811353631,4
UMLLXYBGJNMIJH-UHFFFAOYSA-N,Oc1ccc(C2CC(c3cccs3)=NN2c2ccc(Br)cc2)cc1,Q05513|PF00069,1000.0,1000.0,6,6.907755278982138,5
SEMCWGFHMAHXMF-UHFFFAOYSA-N,CCCCCCc1ccc2c(c1O)C(=O)c1c(O)cccc1C2=O,P08246|PF00089,4200.000000000001,4200.000000000001,17,8.34283980427146,6
UVDHSOZENUAPIZ-UHFFFAOYSA-N,Cn1c(-c2ccccc2C(F)(F)F)nnc1C12CCC(COc3ccc(Cl)cc3)(CC1)CC2,P28845|PF00106,1.1,1.1,18,0.09531017980432492,3
ZHEBDDJFTMKUSE-UHFFFAOYSA-N,O=C1C(Nc2cccc(Br)c2)=C(Cl)C(=O)c2[nH]ncc21,P31749|PF00069,13900.0,13900.0,7,9.539644119118783,6
FJECSOOLAWUZAB-UHFFFAOYSA-N,Cn1c(=O)c(Sc2ccc(F)cc2)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21,P22607|PF07714,8998.0,8998.0,6,9.104757609401117,6
SCEMGYWHICGVBY-UHFFFAOYSA-N,CNC(=O)c1ccc2cc(-c3cc(Cc4ccccc4)[nH]n3)[nH]c2c1,Q08881|PF07714,1629.9999999999998,1629.9999999999998,18,7.396335293800808,5
HEXTXRMVMKIBQR-RZPFDVGOSA-N,Cn1nnnc1-c1cccc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)c1,P51677|PF00001,2.0,2.0,3,0.6931471805599453,3
LGBCWOJYVPMCOV-UHFFFAOYSA-N,CCNc1nc(Nc2cc(OC)c(C(=O)N3CCOCC3)cc2Cl)ncc1C(F)(F)F,Q5S007|PF00069,27.0,27.0,4,3.2958368660043287,4
RJGZDIPTAGBJQV-UHFFFAOYSA-N,CNCc1ccc(Cl)cc1Oc1ccc(C)c(C)c1,P31645|PF00209,4.67,4.67,4,1.541159071680806,3
HKSZLNNOFSGOKW-FYTWVXJKSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,P35968|PF07714,11.0,11.0,4,2.3978952727983707,4
CHNUOJQWGUIOLD-NFZZJPOKSA-N,CC(/C=C1\\SC(=S)N(CC(=O)O)C1=O)=C\\c1ccccc1,P50578|PF00248,1499.9999999999998,1499.9999999999998,18,7.3132203870903005,5
JFVMCTNIXRINDX-YGFACIEFSA-N,CC(C)c1ncc([C@]2(O)CC[C@H](N3CC(NC(=O)CNc4ncnc5ccc(C(F)(F)F)cc45)C3)CC2)s1,P41597|PF00001,22.0,22.0,4,3.0910424533583165,4
LKZHBUZAWUGNOM-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(NC(S)=NC2CC2)cc1,P51452|PF00782,12499.999999999998,12499.999999999998,18,9.433483923290392,6
PZSMDBYYYKPYFV-QHCPKHFHSA-N,COc1c(C)cc([C@@]2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,P56817|PF00026,24.0,24.0,18,3.1780538303479458,4
HNAGEJMQERTMKG-IVZQSRNASA-N,C[C@H]([C@@H](O)c1ccccc1)N(C)C(=O)Nc1ccc2oc3ccccc3c2c1,P25929|PF00001,10000.0,10000.0,7,9.210340371976184,6
SALIMPNYBBNRBC-UHFFFAOYSA-N,O=C(Nc1cc(Cl)cc(Cl)c1)Nc1cccc2ccc(O)cc12,Q8NER1|PF00520,11.999999999999998,11.999999999999998,18,2.4849066497880004,4
YZHNHRBAIKBKQE-ROUUACIJSA-N,O=C([C@@H]1C[C@H](N2CCN(Cc3ccccc3)CC2)CN1)N1CCSC1,P27487|PF00326,30.5,30.5,4,3.4177266836133664,4
XKCCGMYJZWDKCH-UHFFFAOYSA-N,CNc1ncc2c(-c3ccc(N4CCN(C(=O)C(C)(C)C)CC4)nc3)nn(CC3CCCC3)c2n1,P08581|PF07714,10000.0,10000.0,7,9.210340371976184,6
PGYGUZVDSJJBOU-UHFFFAOYSA-N,N#CC(c1ccccc1)C(N)Sc1ccccc1N,Q02750|PF00069,140.00000000000006,140.00000000000006,18,4.941642422609305,4
MIGKPJKHGGNIHG-NJHUKAMJSA-N,C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@@H](NC(=O)CCC(=O)NO)c1ccccc1,P30551|PF00001,1299.9999999999995,1299.9999999999995,18,7.170119543449628,5
GKHAHHOPEZBTAJ-UHFFFAOYSA-N,COc1ccc(COc2ccc(CN)cc2)cc1.Cl,P21397|PF01593,100000.0,100000.0,17,11.512925464970227,7
YHKPITYDEXXGGJ-QPJJXVBHSA-N,COc1ccc(/C=C/c2ccc(OC)cc2OC)cc1,Q16678|PF00067,665.9999999999994,665.9999999999994,17,6.501289670540388,5
PBMZSYYXSHEKKY-GBESFXJTSA-N,CC(C)(C)OC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)C1CCCCC1,P00734|PF00089,11.999999999999998,11.999999999999998,18,2.4849066497880004,4
OUWPANSBFVVNQI-UHFFFAOYSA-N,NC(=O)c1cccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)ncnc12,P23443|PF00069,1670.0000000000007,1670.0000000000007,18,7.420578905410801,5
XKSRBQMMKISOKY-UHFFFAOYSA-N,Clc1cccc(Cl)c1COc1nnc(-c2cccs2)c(-c2cccs2)n1,Q64346|PF00782,100000.0,100000.0,17,11.512925464970227,7
GOFXDWIAFXEVFE-UHFFFAOYSA-N,CCOc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1nc(Nc2ccc(N3CCN(C(C)=O)CC3)cc2)ncc1Cl,Q9UM73|PF07714,64.99999999999999,64.99999999999999,17,4.174387269895637,4
WPHKIQPVPYJNAX-UHFFFAOYSA-N,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,P50750|PF00069,10000.0,10000.0,7,9.210340371976184,6
MDOZGPZABUSJAN-UHFFFAOYSA-N,O=C(CNC(=O)c1ccc(Cl)cc1)NC(c1ccccc1)c1ccc(Cl)cc1,P11712|PF00067,49999.99999999999,49999.99999999999,17,10.819778284410283,6
NFTZRUIUOHRXTH-JLHYYAGUSA-N,COc1ccc(/C=C/C(=O)NC(C)(C)C(=O)NCCc2c[nH]c3ccccc23)cc1,Q8IXJ6|PF02146,99000.0,99000.0,17,11.502875129116724,7
CBMXXEDRQZKTGZ-UHFFFAOYSA-N,O=C(Nc1ccc(F)cn1)c1cc(Oc2cncnc2)cn2ncnc12,P31424|PF01094,74.0,74.0,4,4.30406509320417,4
GSNHKUDZZFZSJB-QYOOZWMWSA-N,Cc1nnc(C(C)C)n1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,P51681|PF00001,1.4000000000000004,1.4000000000000004,18,0.3364722366212132,3
KAAFPSZABFPQAX-KFFJFEDVSA-N,CCS(=N)(=O)c1ccc(Nc2ncc(Br)c(N[C@@H](C)[C@H](C)O)n2)cc1,P24941|PF00069,4.0,4.0,3,1.3862943611198906,3
CMAZVZXAPPJPPP-UHFFFAOYSA-N,O=S(=O)(Nc1nccs1)c1ccc(Oc2ccccc2-c2ccccc2)c(F)c1,Q15858|PF00520,120.00999999999998,120.00999999999998,18,4.7875750726433495,4
GUXRAKLYIXOIFQ-MQDBWYGVSA-N,CCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CCc1ccc(OS(=O)(=O)O)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,P32239|PF00001,0.5900000000000001,0.5900000000000001,18,-0.5276327420823718,3
WKEXNNJACJTUAS-UHFFFAOYSA-N,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC)ncc2C(F)(F)F)c1,P00533|PF07714,20.0,20.0,18,2.9957322735539917,4
WRBFPGYDKJBYBI-SJORKVTESA-N,CN(C)C(=O)[C@H]1C[C@@H]1c1ccc(-c2ncn(C)c2Sc2ccc(Cl)cn2)cc1,P22303|PF00135,1629.9999999999998,1629.9999999999998,18,7.396335293800808,5
XPXBZIBTBNBHEV-UHFFFAOYSA-N,C=CCCOC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1,P15056|PF07714,100.0,100.0,17,4.605170185988092,4
LACLJRZZLQRCFU-OAHLLOKOSA-N,Nc1ncc(-c2cc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cnc2N2CC[C@@H](O)C2)cc1F,P00519|PF07714,1.2999999999999996,1.2999999999999996,18,0.2623642644674907,3
VMUIYASJSGSWTO-QHCPKHFHSA-N,Cc1cc(CN2CCC[C@H]2CO)ccc1C(=O)Cn1ccc(OCc2ccccc2)cc1=O,Q99705|PF00001,25.99999999999999,25.99999999999999,17,3.2580965380214817,4
MHVFDATVTOZXQW-UHFFFAOYSA-N,CNC(=O)Nc1ccc(CNc2c(C(=O)Nc3ccc(SC(F)(F)F)cc3)cnn2C)cn1,P15056|PF07714,154.00000000000003,154.00000000000003,18,5.0369526024136295,5
ORQCDCJBNCWCHZ-IBGZPJMESA-N,NC(=O)C[C@H](NC(=O)c1cccc(-c2ccc(Oc3ccc(F)cc3)cc2)n1)C(N)=O,Q15858|PF00520,749.9999999999999,749.9999999999999,17,6.620073206530356,5
GTFAUKGKYICUDS-UHFFFAOYSA-N,O=C(NO)c1ccc(CN(CCO)C(=O)Cc2ccccc2)cc1,Q9BY41|PF00850,400.0,400.0,18,5.991464547107983,5
IWOWCZWQGVGGSK-UHFFFAOYSA-N,CCN(CC)C(=O)CN(c1cc(Cl)ccc1N(C)C)S(=O)(=O)c1ccc(OC)c(OC)c1,O43614|PF00001,60.0,60.0,4,4.0943445622221,4
PGTSGPCXPIFQEL-UHFFFAOYSA-N,Cn1ccc2cc(N)ccc21,P41743|PF00069,1312000.0000000002,1312000.0000000002,18,14.08706324848617,8
SYOKIDBDQMKNDQ-XWTIBIIYSA-N,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,Q9UHL4|PF05577,49999.99999999999,49999.99999999999,17,10.819778284410283,6
FMVMPEYKBFJPAD-UHFFFAOYSA-N,Nc1nccc(-c2cc3c([nH]2)CCNC3=O)n1,P53350|PF00069,1131.0,1131.0,6,7.030857476116121,5
JOXOPPDPWDHDAQ-UHFFFAOYSA-N,N#CN1CCC(COCc2ccccc2)C1,P43235|PF00112,100.0,100.0,17,4.605170185988092,4
OMOSBUJVGWHCLJ-KXBFYZLASA-N,O=C([C@@H]1C[C@H](N2CCN(c3ncc(Cl)c4ccccc34)CC2)CN1)N1CCSC1,P14740|PF00326,0.7899999999999998,0.7899999999999998,18,-0.2357223335210701,3
